,Address,MLS No,Penthouse,Renovation,Cats,Dogs,Ocean View,City View,Mountain View,Park View,Balcony,Storage,Pool,Laundry,Gym,Finished Floor,Lot Size,Year Built,Parking Space,Fireplace,Bedrooms,Total Bathrooms,Half Baths,Full Baths,Waiting Period,Floor,Latitude,Longitude,Land Only,Multifamily,Residential Attached,Residential Detached,Residential Detached,1/2 Duplex,Apartment/Condo,Duplex,Other,Other,Recreational,Residential Detached,Residential Detached,Row House (Non-Strata),Townhouse,Triplex,First Nations Lease,Freehold NonStrata,Freehold Strata,Leasehold not prepaid-NonStrata,Leasehold not prepaid-Strata,Leasehold prepaid-NonStrata,Leasehold prepaid-Strata,Other,Other,Shares in Co-operative,Undivided Interest,List Price,Sold Price,Sold Price per SqFt,List Date,Sold Date,Days on Market
8386,LT 1 OYSTER BAY ROAD,2353583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49222,0,0,0,0,0,0,0,0,0,49.6304997,-124.0053234,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,249000,230000,4.67,3/30/2019,05/08/2019,39
8387,3301 4299 BLACKCOMB WAY,2335693,0,0,0,0,0,0,0,0,0,0,1,0,0,580,0,2005,1,1,1,1,0,1,0,33,50.1217402,-122.9344609,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,409900,405000,698.28,1/24/2019,2/18/2019,25
8388,578 GLENROSS ROAD,2323830,0,1,0,0,0,0,0,0,0,0,0,0,0,1700,12316,1964,3,1,3,2,0,2,0,0,49.3609077,-123.1249749,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1499000,1400000,823.53,11/19/2018,02/06/2019,79
8389,10780 SPRINGWOOD CRESCENT,2344833,0,0,0,0,0,0,0,0,0,0,0,0,0,2804,7025,1971,0,1,5,3,0,3,0,0,49.1361863,-123.1938863,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1428000,1400000,498.93,3/1/2019,03/03/2019,2
8390,746 E 50TH AVENUE,2316512,0,0,0,0,0,0,0,0,1,0,0,0,0,2324,4290,1913,2,1,3,2,1,1,0,0,49.2247972,-123.1057897,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1688000,1400000,602.41,10/16/2018,04/03/2019,169
8391,6456 FOX STREET,2345953,0,0,0,0,1,0,1,1,0,0,0,0,0,2675,7920,1959,2,2,5,3,0,3,0,0,49.3688382,-123.2786019,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1489000,1400000,523.36,3/4/2019,04/04/2019,31
8392,6775 DUFFERIN AVENUE,2322468,0,0,0,0,0,0,0,0,0,0,0,0,0,1836,9793,1971,2,1,4,2,0,2,0,0,49.2261201,-122.9808048,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1497000,1400000,762.53,11/13/2018,01/02/2019,50
8393,6090 MARINE DRIVE,2371707,0,0,0,0,0,0,0,0,0,0,0,0,0,1720,10000,1955,4,1,3,2,1,1,0,0,49.0270481,-122.849221,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1290000,1400000,813.95,5/21/2019,5/28/2019,7
8394,5647 WESTPORT ROAD,2378176,0,0,0,0,1,0,1,1,0,0,0,0,0,2429,20052,1967,6,1,4,3,1,2,0,0,49.351675,-123.2479606,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1535000,1400000,522.19,6/7/2019,06/12/2019,5
8395,287 SMITHE STREET,2341273,0,0,0,0,0,0,0,0,0,1,1,1,0,1529,0,1994,2,1,2,3,1,2,0,0,49.2777584,-123.117468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1438000,1400000,915.63,2/15/2019,04/05/2019,49
8396,17180 FEDORUK ROAD,2381116,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,47393,1973,0,0,3,2,0,2,0,0,49.1719562,-123.035316,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1545000,1400000,948.51,6/18/2019,6/19/2019,1
8397,6225 RALEIGH STREET,2306705,0,1,0,0,0,0,0,1,0,0,0,0,0,2201,3778,1965,1,2,4,2,0,2,0,0,49.2231112,-123.0473395,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1450000,1400000,550.96,9/13/2018,12/31/2018,109
8398,208 12155 191B STREET,2362164,0,0,0,0,0,0,0,0,1,1,1,1,0,1132,0,1996,2,1,2,2,0,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,409900,405000,357.77,4/23/2019,5/25/2019,32
8399,1224 CALEDONIA AVENUE,2365442,0,1,0,0,0,0,0,0,0,0,0,0,0,2245,4671,1982,4,1,3,3,1,2,0,0,48.4311397,-123.3620943,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1498000,1400000,557.32,5/2/2019,5/14/2019,12
8400,1481 AVONDALE STREET,2353912,0,0,0,0,0,0,0,0,0,0,0,0,0,3869,4635,2010,4,1,7,4,1,3,0,0,49.2524083,-123.0228112,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1485000,1400000,361.85,4/1/2019,04/12/2019,11
8401,4665 ELGIN STREET,2342815,0,0,0,0,0,0,0,0,0,0,0,0,0,2008,3752,1993,0,1,6,4,0,4,0,0,49.2382281,-123.0835222,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1500000,1400000,697.21,2/22/2019,3/18/2019,24
8402,2838 SECHELT DRIVE,2330275,0,0,0,0,0,0,0,0,0,0,0,0,0,2735,8694,1968,6,2,5,3,1,2,0,0,49.2433348,-124.0295515,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1499990,1400000,511.88,1/7/2019,2/23/2019,47
8403,430 W KINGS ROAD,2353329,0,0,0,0,0,1,1,1,0,0,0,0,0,1704,6100,1955,2,2,3,2,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1469000,1400000,821.6,3/29/2019,4/25/2019,27
8404,4544 VENABLES STREET,2353916,0,0,0,0,0,0,0,0,0,0,0,0,0,2161,6710,1955,2,2,4,2,0,2,0,0,49.2766521,-123.0838086,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1380000,1400000,568.87,3/29/2019,04/06/2019,8
8405,8413 DELAWARE ROAD,2372031,0,0,0,0,0,0,0,0,0,0,0,0,0,2354,9495,1965,5,2,4,3,1,2,0,0,49.1506065,-123.1575593,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1599000,1400000,594.73,5/22/2019,6/25/2019,34
8406,12977 224 STREET,2351003,0,1,0,0,0,0,0,0,0,0,0,0,0,1886,202118,1923,10,1,4,3,0,3,0,0,49.2686555,-122.5985197,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1498000,1400000,742.31,3/20/2019,05/08/2019,49
8407,5437 SPRUCE STREET,2346915,0,1,0,0,0,0,1,1,0,0,0,0,0,3408,7200,1973,3,3,6,4,1,3,0,0,49.2592272,-123.1291529,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1488000,1400000,410.8,3/6/2019,4/30/2019,55
8408,1480 NANTON STREET,2346739,0,0,0,0,0,0,0,0,0,0,0,0,0,3817,5102,2010,4,1,6,4,1,3,0,0,49.30268,-122.7564579,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1410000,1400000,366.78,3/5/2019,3/31/2019,26
8409,216 8451 WESTMINSTER HIGHWAY,2329923,0,0,0,0,0,0,0,0,0,0,1,1,0,830,0,1982,1,0,2,2,1,1,0,2,49.171023,-123.1297064,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,418000,405000,487.95,1/7/2019,2/18/2019,42
8410,1188 W 67TH STREET,2335450,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,2019,0,1,4,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1498000,1400000,1159,1/24/2019,3/16/2019,51
8411,6660 FRANCIS ROAD,2355944,0,0,0,0,0,0,0,0,0,0,0,0,0,980,11215,1954,0,0,3,1,0,1,0,0,49.148311,-123.1853536,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1550000,1400000,1428,4/5/2019,05/04/2019,29
8412,1802 7888 ACKROYD ROAD,2346613,1,0,0,0,0,0,0,1,0,0,1,1,1,1550,0,2015,4,0,3,3,0,3,0,18,49.1720166,-123.1367009,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1530000,1400000,903.23,3/5/2019,4/18/2019,44
8413,1782 DEPOT ROAD,2344683,0,0,0,0,0,0,0,0,0,0,0,0,0,3573,14560,2009,5,1,6,3,0,3,0,0,49.765908,-123.138015,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1499000,1400000,391.83,2/27/2019,05/08/2019,70
8414,1340 SUTHERLAND AVENUE,2332782,0,0,0,0,0,0,1,1,0,0,0,0,0,2909,7620,1954,4,2,5,3,0,3,0,0,49.88030282,-119.4700759,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1418900,1403000,482.3,1/15/2019,3/16/2019,60
8415,SL3 443 W 63 AVENUE,2373167,0,0,1,1,0,0,0,1,0,1,1,1,0,1686,0,2019,1,0,3,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1399900,1403920,832.69,5/24/2019,5/27/2019,3
8416,9854 RATHBURN DRIVE,2341542,0,0,0,0,0,0,0,0,0,0,0,0,0,3177,7169,1980,4,3,3,3,0,3,0,0,49.2648256,-122.8952516,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1450000,1404000,441.93,2/19/2019,03/05/2019,14
8417,1151 E 15TH AVENUE,2374044,0,0,0,0,0,0,1,1,0,1,0,1,0,1808,8705,2004,1,1,5,4,1,3,0,0,49.2565273,-123.0738567,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1449000,1405000,777.1,5/28/2019,5/31/2019,3
8418,2122 FLORALYNN CRESCENT,2340354,0,0,0,0,0,0,1,1,0,0,0,0,0,2402,8132,1957,4,2,4,2,0,2,0,0,49.3274335,-123.0346871,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1399900,1405000,584.93,2/12/2019,2/19/2019,7
8419,11368 WILLIAMS ROAD,2309313,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,3624,2014,4,1,6,5,1,4,0,0,48.6288774,-123.4510964,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1499000,1405000,615.42,9/24/2018,1/13/2019,111
8420,106 7751 MINORU BOULEVARD,2367622,0,0,1,1,0,0,0,0,0,0,1,1,1,950,0,1983,1,1,2,2,0,2,0,1,49.169758,-123.1401145,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438800,405000,426.32,5/8/2019,06/08/2019,31
8421,6630 SPERLING AVENUE,2364674,0,0,0,0,0,0,1,1,0,0,0,0,0,2017,4470,2018,1,1,3,4,1,3,0,0,49.2603289,-122.9646835,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1499900,1407619,697.88,5/1/2019,5/22/2019,21
8422,7460 HOLLY STREET,2332248,0,0,0,0,0,0,0,0,0,0,0,0,0,2140,3737,2018,5,1,6,3,0,3,0,0,48.4410009,-123.3402774,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1498000,1407619,657.77,1/14/2019,5/23/2019,129
8423,409 4885 VALLEY DRIVE,2358688,0,1,0,0,0,0,0,1,1,1,1,0,1,1110,0,2005,2,1,3,2,0,2,0,4,49.69082741,-123.1451811,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1528000,1408000,1268,4/10/2019,5/31/2019,51
8424,2304 1225 RICHARDS STREET,2341651,0,1,0,0,1,1,1,1,0,1,1,1,1,1231,0,2003,2,1,2,2,0,2,0,23,49.27584105,-123.1247865,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1425000,1408000,1143,2/19/2019,03/03/2019,12
8425,313 77 WALTER HARDWICK AVENUE,2337968,0,0,1,1,0,0,0,0,1,1,1,0,0,1287,0,2010,1,0,2,2,0,2,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1489500,1408000,1094,2/4/2019,03/08/2019,32
8426,330 3563 ROSS DRIVE,2332207,0,0,1,1,0,0,0,1,0,0,0,0,0,934,0,2020,0,0,2,2,0,2,1,3,49.2148505,-122.9007193,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1408800,1408800,1508,1/10/2019,01/10/2019,0
8427,6250 LEIBLY AVENUE,2278774,0,0,0,0,0,0,1,1,0,0,0,0,0,1900,8758,1949,3,0,3,2,1,1,0,0,49.2250464,-122.9563201,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1699000,1410000,742.11,6/8/2018,4/28/2019,324
8428,1056 RUTHINA AVENUE,2381585,0,0,0,0,0,0,0,0,0,0,0,0,0,1568,7200,1955,1,1,3,2,0,2,0,0,49.3555435,-123.1037804,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438000,1410000,899.23,6/17/2019,6/19/2019,2
8429,7027 FIELDING COURT,2331116,0,0,0,0,1,1,0,0,0,0,0,0,0,2747,9962,1969,7,1,4,4,1,3,0,0,49.2541607,-122.9583476,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1599000,1410000,513.29,1/9/2019,1/28/2019,19
8430,1850 PETERS ROAD,2360971,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,12600,1953,4,2,3,2,0,2,0,0,49.4061486,-115.2582905,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1549000,1410000,869.3,4/19/2019,05/10/2019,21
8431,1 45 FOURTH STREET,2359401,0,0,0,0,0,0,0,0,0,1,0,1,0,820,0,1980,1,0,2,1,0,1,0,0,49.1589715,-123.9510866,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,438000,405000,493.9,4/15/2019,05/01/2019,16
8432,1521 NORTON COURT,2361920,0,1,0,0,0,0,0,0,0,0,0,0,0,2667,4212,1984,3,2,4,4,1,3,0,0,49.1755327,-122.9700278,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1438900,1410000,528.68,4/24/2019,05/06/2019,12
8433,1520 JUBILEE COURT,2371378,0,1,0,0,0,1,0,1,0,0,0,0,0,1973,4212,1983,3,1,3,3,1,2,0,0,49.6849685,-124.9474895,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1428000,1410000,714.65,5/21/2019,06/06/2019,16
8434,203 3825 CATES LANDING WAY,2334798,0,0,1,1,1,0,0,1,1,1,0,1,0,1337,0,2017,2,1,2,3,1,2,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1388000,1410000,1054,1/23/2019,1/25/2019,2
8435,802 1201 MARINASIDE CRESCENT,2337724,0,1,0,0,1,1,0,1,0,0,1,0,1,1020,0,1997,2,1,2,2,0,2,0,8,49.2723741,-123.1208095,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1428000,1410000,1382,2/1/2019,02/03/2019,2
8436,1224 GRAND BOULEVARD,2367968,0,1,0,0,0,0,0,0,0,0,0,0,0,2217,7280,1948,2,1,3,2,0,2,0,0,49.3215208,-123.0594738,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1453000,1410000,610.92,5/9/2019,5/13/2019,4
8437,927 DUNDONALD DRIVE,2359667,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,7765,0,4,2,4,3,0,3,0,0,49.2731406,-122.8864164,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1299000,1410000,440.9,4/16/2019,4/23/2019,7
8438,1660 COMO LAKE AVENUE,2349587,0,0,0,0,0,0,0,0,0,0,0,0,0,3456,6027,2016,3,1,6,6,1,5,0,0,49.2632203,-122.8223614,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1399000,1410000,407.99,3/18/2019,3/26/2019,8
8439,3302 1351 CONTINENTAL STREET,2365500,0,0,0,0,1,1,1,0,0,0,1,0,1,1080,0,2014,1,0,2,2,0,2,0,33,49.27627915,-123.1290532,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1449000,1415000,1310,4/30/2019,5/14/2019,14
8440,1816 E 14TH AVENUE,2354239,0,0,0,0,0,0,1,0,0,0,0,0,0,1514,4026,2013,1,1,3,4,2,2,0,0,49.2583719,-123.0983707,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1398000,1415000,934.61,4/1/2019,04/07/2019,6
8441,475 E 19TH AVENUE,2372522,0,0,0,0,0,1,1,0,0,0,0,0,0,1761,4030,1937,0,1,3,2,0,2,0,0,49.2524892,-123.0601405,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1450000,1415000,803.52,5/23/2019,5/30/2019,7
8442,26 7410 FLINT STREET,2304651,0,0,0,0,0,0,1,1,0,0,0,0,0,979,0,1998,1,1,2,2,0,2,0,0,52.9527635,-122.4441028,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,415000,405000,413.69,9/10/2018,01/03/2019,115
8443,12459 GARIBALDI STREET,2335525,0,0,0,0,0,0,0,0,0,0,0,0,0,4024,43560,2010,6,1,5,5,0,5,0,0,49.2304873,-122.4600195,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1488000,1415000,351.64,1/29/2019,02/06/2019,8
8444,114 QUEENS AVENUE,2337670,0,1,0,0,0,0,0,0,0,0,0,0,0,3827,7524,1932,3,2,5,2,0,2,0,0,49.2403977,-123.0338066,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1468000,1415000,357.96,2/1/2019,3/13/2019,40
8445,363 FAIRWAY DRIVE,2337839,0,0,0,0,1,0,1,1,0,0,0,0,0,2057,7200,1977,4,1,3,3,1,2,0,0,49.1152144,-122.6874855,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1399000,1417500,689.11,2/4/2019,02/06/2019,2
8446,2303 833 HOMER STREET,2322356,0,0,1,1,1,1,1,1,0,0,1,1,1,1180,0,2010,1,0,2,3,1,2,0,23,49.2791889,-123.1176369,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1488000,1420000,1203,11/13/2018,12/29/2018,46
8447,205 3317 PTARMIGAN PLACE,2339088,0,0,0,0,0,0,0,0,0,1,1,0,0,1390,1390,1992,0,1,2,2,0,2,0,2,49.9757939,-125.2306147,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1499000,1420000,1021,2/4/2019,04/10/2019,65
8448,7 WALTON WAY,2367000,0,0,0,0,1,1,0,0,0,0,0,0,0,3028,6948,1977,4,1,5,3,0,3,0,0,49.2934858,-122.8512979,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1439000,1420000,468.96,5/6/2019,05/09/2019,3
8449,3565 DALEBRIGHT DRIVE,2346546,0,1,0,0,0,0,0,0,0,0,0,0,0,2627,9600,1970,6,2,4,2,0,2,0,0,49.2530537,-122.921897,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1478000,1420000,540.54,3/6/2019,3/14/2019,8
8450,402 489 W 26TH AVENUE,2344296,0,0,0,0,0,0,0,0,0,1,0,1,0,1140,0,2019,2,0,3,2,0,2,0,4,49.2481571,-123.1283062,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1549000,1420000,1245,2/25/2019,06/11/2019,106
8451,12780 CARNCROSS AVENUE,2371650,0,0,0,0,0,0,0,0,0,0,0,0,0,3124,5851,1996,4,2,5,5,1,4,0,0,49.1789289,-123.0827329,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1548000,1420000,454.55,5/21/2019,06/06/2019,16
8452,8040 FAIRBROOK CRESCENT,2345332,0,0,0,0,0,0,0,0,0,0,0,0,0,2164,6999,2000,4,1,3,3,1,2,0,0,49.2227182,-124.0184279,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1398000,1420000,656.19,3/1/2019,03/08/2019,7
8453,104 8460 ACKROYD ROAD,2321342,0,1,0,0,0,0,0,0,0,1,1,1,0,835,0,1982,2,0,2,2,0,2,0,1,49.1710975,-123.130287,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,435000,405000,485.03,11/3/2018,1/15/2019,73
8454,1178 W 67TH AVENUE,2335449,0,0,0,0,0,0,0,0,0,0,0,0,0,1207,0,2019,0,1,4,3,0,3,0,0,49.2106795,-123.1281058,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1498000,1420000,1176,1/24/2019,3/18/2019,53
8455,991 W 38TH AVENUE,2350357,0,1,0,0,0,0,0,0,0,0,0,1,0,1475,0,2006,2,1,3,3,1,2,0,0,49.2362998,-123.1159542,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1499000,1420000,962.71,3/19/2019,05/08/2019,50
8456,4785 HOSKINS ROAD,2341425,0,0,0,0,0,0,0,0,0,0,0,0,0,2491,7440,1972,4,3,3,3,2,1,0,0,49.3532496,-123.0293122,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1439800,1420000,570.05,2/19/2019,2/21/2019,2
8457,6382 MALVERN AVENUE,2353339,0,0,0,0,0,0,0,0,0,0,0,0,0,1771,9000,1961,2,1,3,2,0,2,0,0,49.2284676,-122.958494,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1499000,1420000,801.81,3/29/2019,5/14/2019,46
8458,609 SEYMOUR BOULEVARD,2368241,0,0,0,0,0,0,0,0,0,0,0,0,0,5113,5941,1990,0,0,7,4,1,3,0,0,49.3115943,-123.021428,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1498000,1425000,278.7,5/7/2019,06/07/2019,31
8459,3822 ETON STREET,2351453,0,0,0,0,0,0,1,1,0,0,0,0,0,2396,6100,1959,4,2,3,2,1,1,0,0,49.2877154,-123.0447525,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1499999,1425000,570.46,3/22/2019,4/16/2019,25
8460,498 EAST 5TH AVENUE,2355000,0,1,0,0,0,0,1,1,0,0,0,0,0,1787,3267,1908,2,0,3,1,0,1,0,0,49.2997319,-122.5774018,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1490000,1425000,713.57,4/3/2019,4/22/2019,19
8461,322 E 5TH STREET,2333953,0,1,0,0,1,1,0,0,0,0,0,0,0,1789,0,2002,2,1,4,3,1,2,0,0,49.07854556,-117.5920254,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1488000,1425000,796.53,1/21/2019,02/08/2019,18
8462,701 1633 ONTARIO STREET,2353871,0,0,1,1,1,1,1,1,1,1,1,1,1,1153,0,2010,1,0,2,2,0,2,0,7,49.2712083,-123.1048544,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1448000,1425000,1235,4/1/2019,04/11/2019,10
8463,1136 W 22ND STREET,2353124,0,1,0,0,0,0,0,0,0,0,0,0,0,1786,8000,1950,1,1,3,2,1,1,0,0,50.2551732,-119.2595687,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1399000,1425000,620.1,3/28/2019,3/30/2019,2
8464,14 834 PREMIER STREET,2368625,0,0,1,1,1,0,1,1,1,1,0,1,1,940,0,1968,1,0,2,1,0,1,0,0,49.3176368,-123.0282879,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,399000,405000,430.85,5/9/2019,05/12/2019,3
8465,3 FOXWOOD DRIVE,2327868,0,0,0,0,0,0,0,0,0,0,0,0,0,4318,5972,1992,0,3,4,4,1,3,0,0,49.294984,-122.8398199,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1579000,1425000,330.01,12/13/2018,02/02/2019,51
8466,24 6127 EAGLE RIDGE CRESCENT,2352400,0,0,0,0,0,0,1,1,0,1,1,1,0,1899,0,1989,2,2,3,3,1,2,0,0,50.1159426,-122.9608665,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1499000,1425000,750.39,3/25/2019,04/08/2019,14
8467,7209 LANCASTER PLACE,2328531,0,1,0,0,0,0,0,0,0,0,0,0,0,2693,5390,1965,2,2,4,2,0,2,0,0,49.2177658,-123.0427551,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1688600,1425000,529.15,12/19/2018,01/05/2019,17
